Patient_ID	GRB2	HRAS	ITCH	JUN	KRAS	LATS1	LATS2	LIMK1	LIMK2	MAP2K1	MAP2K2	MAPK1	MAPK3	MP	MYC	Metastasis	Microtubule_polimerization	NFE2L2	NR4A3	NRAS	Neuron_migration	mTORC1	mTORC2	PI3K	TSC	SOS1	SPART	SRC	STMN1	SYN1	TTL	Tubulin	WWP1	WWTR1	YAP1	YES1	ERBB2	ERBB3	ERBB4	FOXO	FUS	F_actin_dynamics	GIT1	GNA13	PAK1	PAK2	PAK3	PAK4	PDPK1	PLCG1	PPP1R12A	PPP1R12B	PRKACA	PRKCA	PRKCB	PRKCG	PRKCZ	PTEN	PTK2B	PTPN11	Proliferation	Protein_synthesis	RAC1	RAF1	RHEB	RHOA	ROCK1	ROCK2	RPS6KA1	SHC1	SIRT1	SNAI1	AKT1	AKT2	AKT3	AMOTL2	ARAF	ARHGEF1	ARHGEF11	ARHGEF12	ARHGEF6	ATF2	Actin_cytoskeleton_reorganization	Apoptosis	BAD	BCL2	BCL2L1	BRAF	CDC25B	CDC42	CDC42BPA	CDK1	CFL1	CFL2	CREB1	CTNNB1	CTTN	Cell_migration	DEPTOR	EGFR	EIF4E	EIF4EBP1	EPHA2
GSM2261924	0.948005	0.069856	0.027317	0.469052	0.130051	0.961791	0.0001	0.968182	0.82513	0.004172	0.513521	0.936137	0.935174	0.03798	0.147476	0.999398	0.001	0.969087	0.999898	0.073605	0.0009	0.716047	0.9999	0.018534	0.0001	0.050587	0.8054	0.023638	0.00131	0.117664	0.9976	0.001167	0.805361	0.006026	0.0055	0.9998	0.721199	0.833049	0.094269	0.000256	0.0	0.008	0.844981	0.904899	0.067919	0.85031	0.026699	0.027409	0.990761	0.317805	0.027505	0.03458	0.021113	0.461801	0.989602	0.997002	0.986801	0.0001	0.024677	0.0002	0.9995	0.9999	0.829495	0.054952	0.9999	0.884323	0.969283	0.883865	0.9992	0.871849	0.924719	0.0	0.018742	0.011061	0.991628	0.0	0.141512	0.466765	0.904902	0.904902	0.823804	0.929643	0.991335	0.000544	0.908309	0.000321	0.0033	0.010785	0.9988	0.025924	0.030244	0.994422	0.0	0.0082	0.9996	0.9968	0.06687	0.960238	0.0	0.017746	0.9999	0.0002	0.9995
GSM2261945	0.877781	0.001152	0.896701	0.761685	0.550522	0.992982	0.148632	0.99487	0.968607	0.0001	0.999501	0.999601	0.999501	0.001568	0.0084	0.999701	0.0	0.989368	0.999401	0.030677	0.0	0.9995	0.999154	0.0	0.0006	0.0001	0.191	0.005059	0.0001	0.037428	0.993317	0.0001	0.191	0.012942	0.012465	0.9995	0.691774	0.8402	0.0002	0.0	0.0	0.0017	0.9907	0.8611	0.0	0.990698	0.012482	0.013942	0.998498	0.074644	0.0	0.0015	0.0	0.089026	0.998398	0.998498	0.998198	0.030879	0.006765	0.0048	0.9997	0.9998	0.9907	0.0	0.9999	0.8611	0.9985	0.898401	0.9995	0.70328	0.987927	0.0	0.0	0.0002	0.9982	0.0	0.032677	0.040038	0.8611	0.8611	0.9907	0.9996	0.9987	0.0003	1.0	0.0001	0.011819	0.0	0.990801	0.012792	0.0137	0.988201	0.00042	0.0017	0.999701	0.999601	0.0	0.998201	0.0003	0.0	0.999801	0.0002	0.999301
GSM2261766	0.931777	0.0002	0.3414	0.960724	0.0001	0.953338	0.013578	0.9934	0.998251	0.0	0.931901	0.9944	0.994929	0.064948	0.108337	1.0	0.003327	0.918747	0.999	0.005808	0.0033	0.9998	0.964673	0.0	0.0002	0.0014	0.8442	0.0001	0.003364	0.0007	0.996679	0.003	0.8442	0.478899	0.818883	0.9999	0.633201	0.786301	0.0003	0.0003	0.0	0.091676	0.935283	0.819601	0.003216	0.933072	0.0	0.0	0.907553	0.681731	0.0002	0.0627	0.0002	0.836845	0.689452	0.888962	0.910421	0.004862	0.0	0.0	1.000001	0.991701	0.933101	0.000662	0.999801	0.819501	0.911809	0.811441	0.998958	0.949565	0.999901	0.0	0.0002	0.0	0.883907	0.003663	0.006625	0.191517	0.819598	0.813998	0.926477	0.992873	0.989798	0.0	0.998798	0.0	0.0	0.0	0.9994	0.0	0.0	0.9995	0.0	0.091317	0.999	0.9991	0.0033	0.933337	0.0	0.0	0.992	0.012904	0.9999
GSM2262133	0.918317	0.009962	0.0068	0.749851	0.026956	0.145038	0.0	0.848276	0.690348	0.0029	0.9997	0.9997	0.9996	0.156992	0.284539	0.998996	0.0003	0.704213	1.0	0.274842	0.0002	0.910865	0.908209	0.0	0.0	0.0002	0.0895	0.269163	0.0003	0.065423	0.9996	0.0004	0.264662	0.001	0.0013	1.0	0.49873	0.794501	0.0	0.0	0.0	0.0015	0.9288	0.965	0.0014	0.948798	0.063845	0.195148	0.998498	0.733801	0.000168	0.152389	0.0	0.120226	0.927022	0.999598	0.998498	0.0	0.0	0.268989	0.998901	0.675177	0.931489	0.0002	1.000001	0.965001	0.998501	0.965001	1.000001	0.853844	1.000001	0.503732	0.0	0.0	0.999301	0.005763	0.279623	0.253496	0.965001	0.965001	0.926401	0.998101	0.998501	0.0011	0.998501	0.0	0.266152	0.0	1.0	0.193324	0.212771	1.0	0.0	0.0015	1.0	1.0	0.0015	0.837679	0.088537	0.0	0.684365	0.251389	1.0
GSM2262142	0.994684	0.0	0.505202	0.999999	0.196722	0.998899	0.0	0.999999	0.999999	0.081992	1.0	1.0	1.0	0.0017	0.0029	1.0	0.0	0.964763	1.0	0.0004	0.0	0.9944	0.993973	0.0034	0.0	0.0	0.4682	0.0033	0.0	0.019	1.0	0.0	0.4682	0.073927	0.351192	0.872309	0.676893	0.75812	0.0	0.0	0.0	0.0	0.9969	0.9741	0.0	0.9971	0.025329	0.0217	1.0	0.93687	0.001443	0.0006	0.0026	0.962227	1.0	1.0	1.0	0.008117	0.005	0.0004	1.0	0.9959	0.994577	0.0	1.0	0.971227	0.9988	0.971	0.859735	0.992956	0.910623	0.0192	0.002	0.07121	1.000001	0.0	0.003358	0.763107	0.699155	0.968026	0.994001	1.000001	0.999701	0.0	0.96405	0.0002	0.11595	0.0	0.866434	0.019557	0.058233	0.879956	0.0	0.0	1.0	1.0	0.0	0.9983	0.0053	0.0	0.996127	0.0035	0.852817
synth_66_Group_3	0.986097	0.0	0.813898	0.583254	0.016939	0.880529	0.497085	0.999897	0.999697	0.0003	0.983305	0.997601	0.997601	0.51302	0.301365	0.999601	0.001241	0.649942	0.995601	0.456548	0.0008	0.9989	0.999499	0.0	0.0	0.001	0.8967	0.451352	0.0013	0.479465	0.999	0.001102	0.9013	0.001432	0.00214	0.996733	0.744931	0.687415	0.0007	0.0013	0.042707	0.0048	0.590472	0.9964	0.0004	0.722029	0.468899	0.476708	0.954231	0.125017	0.434955	0.505934	0.419553	0.019741	0.881654	0.904613	0.927533	0.002885	0.422065	0.0429	0.999804	0.882076	0.324715	0.0014	1.000003	0.572513	0.527736	0.566942	0.992332	0.817628	0.999303	0.352174	0.413758	0.0	0.932679	0.142092	0.751102	0.000224	0.996401	0.992201	0.213409	0.997731	0.998501	0.0002	1.000001	0.000107	0.0039	0.003756	0.988569	0.468511	0.47258	0.995699	0.0	0.005084	0.99574	0.994899	0.0004	0.478728	0.0003	0.0	0.927033	0.072491	0.996088
synth_170_Group_4	0.9975	0.0	0.1277	0.9934	0.0	0.966512	0.0003	0.9998	0.9998	0.0	0.9999	0.9999	0.9999	0.0006	0.0182	0.993036	0.0	0.272609	1.0	0.0002	0.0	1.0	0.9999	0.0	0.0	0.0001	0.229199	0.085237	0.0	0.317504	1.0	0.0	0.229199	0.154579	0.146759	1.0	0.6844	0.9872	0.0001	0.0	0.0	0.0006	0.9813	0.9793	0.0	0.9819	0.254399	0.225438	0.9994	0.708583	0.0001	0.0006	0.0	0.913661	0.9994	0.999631	0.9994	0.0	0.086529	0.0	0.993	1.0	0.9813	0.0001	1.0	0.9799	0.9994	0.9316	0.9999	0.971733	0.356099	0.0051	0.0	0.0	0.999401	0.0	0.183769	0.961032	0.979301	0.979301	0.981301	0.999901	0.999401	0.0069	1.000001	0.0	0.155973	0.001891	1.0	0.217025	0.207994	0.853739	0.0	0.0006	1.0	0.926656	0.0	0.9994	0.0	0.0	1.0	0.0	1.0
synth_6_Group_3	0.857875	0.0003	0.576301	0.507844	0.0001	0.973901	0.035793	0.975501	0.975505	0.0	0.9998	1.0	1.0	0.078592	0.0101	0.9993	0.0	0.668858	1.0	0.0	0.0	0.818799	0.9996	0.0	0.0	0.0	0.616301	0.135779	0.0	0.14571	1.000001	0.0	0.616001	0.0	0.0	1.000001	0.849004	0.9052	0.0	0.0	0.0011	0.0	0.9895	0.9726	0.0	0.9906	0.190805	0.189039	1.0	0.469295	0.076795	0.07054	0.13499	0.015227	1.0	1.0	1.0	0.004375	0.150213	0.0	0.999501	0.998701	0.902781	0.0001	0.999601	0.837907	0.924121	0.837406	1.000001	0.835642	0.999501	0.0	0.130851	0.0	1.0	0.0016	0.104795	0.000428	0.9481	0.9726	0.855363	1.0	0.981566	0.0005	1.0	0.0	0.0	0.0	0.999999	0.184463	0.263803	0.999999	0.0	0.0	0.999999	0.999999	0.0	0.920259	0.0	0.0	0.999999	0.0	0.999999
GSM2261803	0.964967	0.050165	0.0589	0.9892	0.405172	0.9996	0.000229	0.9994	0.850654	0.0005	0.991403	0.992541	0.993081	0.0285	0.192708	0.9996	0.00334	0.9981	0.998172	0.013647	0.0037	0.882923	0.853136	0.0	0.00249	0.004486	0.7623	0.0001	0.003773	0.004199	0.994685	0.003277	0.7623	0.016838	0.023543	0.99537	0.6455	0.874	0.017351	0.0005	0.0	0.026	0.803793	0.8543	0.0	0.785959	0.0003	0.0003	0.973402	0.641931	0.001478	0.028	0.0	0.077013	0.969898	0.963102	0.972428	0.037817	0.0	0.0001	0.9995	0.9991	0.772709	0.002212	0.997824	0.8543	0.973688	0.8543	0.996373	0.649266	0.9982	0.0005	0.0	0.0002	0.970835	0.016246	0.016355	0.048801	0.8543	0.8543	0.729066	0.994217	0.973586	0.0004	1.0	0.0	0.003219	0.001189	0.991957	0.0001	0.0001	0.995015	0.004218	0.026618	0.9969	0.997908	0.0	0.971871	0.108533	0.0	0.999	0.0016	0.994044
GSM2261744	0.952928	0.0	0.809601	0.878508	0.0	0.984001	0.001648	0.998601	0.999101	0.0	0.9992	0.9994	0.9996	0.0032	0.037608	1.0	0.0001	0.982388	1.0	0.042804	0.0001	0.9999	0.999861	0.0	0.0002	0.0001	0.2152	0.004	0.0002	0.019211	0.9999	0.0001	0.2152	0.0027	0.0031	0.9995	0.659	0.844	0.0007	0.0001	0.0	0.0031	0.9651	0.8602	0.0	0.962702	0.014	0.015165	0.996701	0.943174	0.0	0.0032	0.0	0.458541	0.996801	0.996701	0.996301	0.018469	0.0007	0.0026	1.0	0.9999	0.9618	0.0001	0.9999	0.8607	0.9967	0.941294	0.9998	0.752959	0.9999	0.0	0.0	0.0	0.9983	0.0	0.053487	0.410869	0.8602	0.8607	0.96124	0.9996	0.9985	0.0	1.0	0.0	0.0001	4.3e-05	0.9997	0.013324	0.0169	0.9996	0.0001	0.0031	1.0	0.9994	0.0	0.9968	0.0	0.0	0.9999	0.0001	0.9995
GSM2261783	0.798542	0.0001	0.0685	0.724283	0.0	0.9996	0.029531	0.9996	0.9996	0.0	0.955103	0.994129	0.9936	0.0469	0.038695	0.9997	0.0001	0.907448	0.9996	0.151615	0.0001	0.9993	0.9869	0.0	0.0007	0.004117	0.1693	0.139912	0.0004	0.044085	0.999799	0.0002	0.1693	0.0001	0.015816	0.680387	0.600753	0.763212	0.0062	0.0	0.0	0.0011	0.966688	0.959799	0.002054	0.963102	0.058096	0.09866	0.9988	0.260445	0.0	0.044863	0.0	0.372778	0.9956	0.9984	0.9987	0.0	0.038663	0.139202	0.9997	0.816615	0.962621	0.004871	0.9994	0.96	0.9988	0.96	0.9991	0.879026	0.9993	0.029066	0.0	0.0002	0.999099	0.000824	0.178292	0.77109	0.959999	0.959799	0.959	0.995399	0.998799	0.0003	0.822405	0.0	0.0	0.0007	0.999001	0.096163	0.091826	0.999301	0.0	0.0011	0.999201	0.998401	0.0022	0.94978	0.0	0.0001	0.821574	0.161537	0.999201
synth_175_Group_3	0.993425	0.0009	0.0791	0.457244	0.000187	0.265682	0.002438	0.956639	0.681261	0.0	0.998499	0.999999	0.999999	0.399646	0.05085	0.993686	0.0	0.598989	0.999999	0.0001	0.0	1.0	0.9679	0.0	0.0	0.0	0.993901	0.378456	0.0	0.420076	1.000001	0.0	0.993901	0.001447	0.0002	1.000001	0.9345	0.9903	0.0001	0.0	0.0	0.0017	0.935304	0.9914	0.0	0.944697	0.416436	0.383212	0.995639	0.529965	0.363304	0.39395	0.412547	0.017163	0.993495	0.999699	0.998699	0.058842	0.243904	0.0	0.99354	1.0	0.575446	0.0	0.9802	0.617353	0.632795	0.623555	1.0	0.938247	1.0	0.0	0.405904	0.0	0.470932	0.216663	0.423784	0.251053	0.991401	0.991301	0.574366	1.000001	0.996915	0.005788	1.000001	0.0001	0.0	0.0	0.999998	0.379385	0.376425	0.999998	0.000767	0.0022	0.999998	0.999998	0.0	0.595884	0.0	0.0	0.999998	0.0	0.999998
synth_198_G3-G4	0.984462	0.0023	0.610201	0.780049	0.263184	0.874306	0.018335	0.996901	0.994701	0.0	0.99851	1.0	1.0	0.0015	0.018331	0.9999	0.0	0.993084	1.0	0.0	0.0	0.968672	1.0	0.0	0.0	0.0	0.5448	0.0	0.0	0.10155	0.9734	0.0	0.5448	0.0016	0.0016	1.0	0.9908	0.9991	0.0	0.0	0.0	0.0015	0.9878	0.8561	0.0	0.981826	0.0085	0.0069	0.998601	0.012361	9.2e-05	0.001435	0.0	0.078065	0.998501	0.998766	0.998501	0.077251	0.0	0.0	0.9999	1.0	0.9888	0.0	1.0	0.863215	0.9985	0.853484	1.0	0.9912	0.9998	0.0	0.0	0.0	0.949899	0.0	0.0	0.387551	0.856099	0.856099	0.987704	0.999999	0.998604	0.0001	0.993209	0.0	0.0002	0.0	1.0	0.0065	0.0064	0.9998	0.0	0.0016	1.0	0.9997	0.0	0.9985	0.0	0.0	1.0	0.0	1.0
GSM2262205	0.9528	0.001333	0.0912	0.585319	0.001183	0.912688	0.0011	0.919028	0.9582	0.0	0.998099	0.999199	0.999299	0.301219	0.0217	0.982556	0.0001	0.365165	0.999599	0.105777	0.0001	0.9998	0.9998	0.0	0.0002	0.0004	0.700219	0.432557	0.0002	0.535107	0.999999	0.0	0.69962	0.0005	0.0004	0.999999	0.706061	0.817152	0.0004	0.0001	0.0	0.0012	0.910402	0.9149	0.0002	0.980299	0.56817	0.571064	0.997999	0.201854	0.296984	0.275501	0.365562	0.022721	0.87165	0.9945	0.998755	0.0	0.298944	0.101234	0.982403	0.999899	0.687092	0.0003	0.999899	0.574336	0.707548	0.572425	0.999399	0.825745	0.999599	0.0	0.358285	0.0	0.609282	0.044798	0.578928	0.136222	0.914898	0.914898	0.5668	0.999198	0.981798	0.01647	0.999898	0.0	0.003199	0.0006	0.9996	0.56139	0.599614	0.9997	0.0	0.0013	0.9995	0.9998	0.0002	0.697355	0.0	0.0	0.9999	0.0002	1.0
synth_104_Group_4	0.928899	0.080893	0.829899	0.876899	0.120606	0.987419	0.040477	0.986999	0.885743	0.005	0.9992	0.99968	0.9996	0.0024	0.0199	0.9998	0.0002	0.996321	0.999316	0.0016	0.0002	0.999421	0.992992	0.0	0.0002	0.0003	0.7866	0.0017	0.0002	0.014843	1.0	0.0001	0.7866	0.001	0.0018	0.999	0.7458	0.8419	0.0003	0.0003	0.0	0.0023	0.979	0.8859	0.0	0.979	0.003223	0.0033	0.9977	0.897707	0.0001	0.0024	0.0	0.248483	0.9977	0.9977	0.9976	0.016171	0.0004	0.0012	0.9998	0.9998	0.9789	0.0002	0.9998	0.885807	0.9976	0.8859	0.9994	0.780185	0.9995	0.0	0.0	0.0	0.9976	0.0011	0.002542	0.511633	0.8859	0.8859	0.9785	0.9996	0.9977	0.0002	0.9993	0.0	0.0	0.0	0.9991	0.0031	0.003159	0.9993	0.0	0.0023	0.9995	0.9996	0.0	0.9976	0.0001	0.0	0.9998	0.0002	0.9991
synth_140_Group_3	0.913532	0.013951	0.4203	0.450685	0.03024	0.965378	0.0002	0.9672	0.932937	0.0	0.9931	0.999	0.9988	0.005938	0.067686	1.0	0.0004	0.9978	1.0	0.001	0.0006	1.0	0.959463	0.0	0.0	0.0008	0.863	0.0016	0.0008	0.0021	0.9971	0.0005	0.863	0.0034	0.0038	1.0	0.911917	0.963582	0.0013	0.0	0.0	0.0039	0.923077	0.9192	0.0004	0.933169	0.001505	0.002	0.996799	0.112374	0.0019	0.005663	0.0014	0.023694	0.996599	0.995699	0.996417	0.0	0.0015	0.0	1.0	1.0	0.938999	0.0008	1.0	0.9178	0.9954	0.9176	0.9999	0.892312	0.9999	0.0	0.0014	0.0	0.995712	0.050755	0.00355	0.013086	0.9192	0.9192	0.921227	0.9989	0.9966	0.0	0.9997	0.0	0.093829	0.0002	0.999999	0.0016	0.001717	0.999833	0.0	0.0038	0.999999	0.999999	0.0004	0.993758	0.0	0.0	0.999999	0.0	0.999999
synth_148_Group_4	0.995501	0.076701	0.1607	0.970441	0.536817	0.943116	0.0	0.97816	0.765463	0.0	1.000001	1.000001	1.000001	0.099541	0.0015	0.978111	0.0	0.853788	1.000001	0.181513	0.0	1.0	0.938641	0.0008	0.0	0.0	0.5296	0.138992	0.0	0.161144	1.0	0.0	0.5291	0.0003	0.0007	0.9993	0.8379	0.923105	0.0003	0.0	0.0	0.0	0.9985	0.9538	0.0	0.998501	0.142285	0.145619	1.000001	0.853692	0.092574	0.093547	0.088518	0.884727	0.998201	1.000001	0.999801	0.0	0.139638	0.0	0.999999	0.986739	0.910203	0.0	0.999999	0.866638	0.910368	0.86594	0.998999	0.99392	0.996923	0.001466	0.084591	0.0008	0.999801	0.046868	0.531104	0.879722	0.953801	0.953801	0.906216	1.000001	1.000001	0.0	1.000001	0.0	0.002534	0.072002	0.999501	0.140689	0.145157	0.999501	0.001154	0.0	1.000001	0.802799	0.0	0.895669	0.0	0.0008	0.987336	0.0	0.999301
synth_71_Group_3	0.950205	0.0	0.300199	0.890502	0.018689	0.999999	0.126729	0.999999	0.999999	0.0	0.9993	0.999544	0.999441	0.0015	0.122152	0.9999	0.0	0.9996	0.9987	0.0005	0.0	0.223013	0.226621	0.0	0.0001	0.0004	0.7359	0.0	0.0	0.0009	0.536448	0.0	0.84089	0.732323	0.1956	0.9978	0.586601	0.660577	0.0004	0.0002	0.0004	0.000468	0.852524	0.994702	0.000403	0.87279	0.0	0.0	0.998899	0.025799	0.0	0.0015	0.0	0.053542	0.998899	0.998899	0.998715	0.0	0.022792	0.0	0.9999	0.9988	0.875415	0.0001	0.9999	0.9947	0.9989	0.9947	0.9972	0.591909	0.469588	0.39555	0.0	0.0	0.980598	0.236068	0.0003	0.01124	0.854151	0.994698	0.851732	0.999219	0.999498	0.0001	0.930717	0.0	0.872347	0.0003	0.476455	0.0	0.0	0.250847	0.0	0.0007	0.999101	0.999401	0.0004	0.998401	0.461758	0.0	0.999301	0.0008	0.997701
GSM2262025	0.801651	0.002136	0.0296	0.769717	0.0	0.965002	0.001382	0.963249	0.966207	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.618043	1.0	0.49176	0.0	0.921984	0.855	0.0	0.0	0.0	0.1356	0.385517	0.0	0.637001	0.999999	0.0	0.095416	0.195788	0.149779	0.813431	0.701667	0.865704	0.0	0.0	0.0	0.0	1.0	0.8781	0.0	0.999999	0.618903	0.397267	0.999999	0.941497	0.0	0.0	0.0	0.487052	0.999999	0.999999	0.999999	0.005799	0.267342	0.123126	0.999999	0.999999	0.999999	0.0	0.999999	0.878099	0.999999	0.878699	0.852411	0.850335	0.776112	0.0	0.0	0.0	0.999998	0.006115	0.620883	0.537484	0.877698	0.878098	0.999998	0.999998	0.999998	0.0	0.999998	0.0	0.246775	0.0	0.817033	0.389617	0.402597	0.778154	0.0	0.0	1.000002	1.000002	0.0	1.000002	0.076082	0.0	1.000002	0.0	0.884472
GSM2261651	0.9994	0.0	0.8551	0.9958	0.0049	0.992734	0.045295	0.9995	0.9995	0.0	0.9993	1.0	1.0	0.003406	0.0	1.0	0.0	0.990897	1.0	0.212813	0.0	0.9957	1.0	0.001876	0.0	0.0	0.0335	0.0048	0.0	0.010031	1.0	0.0	0.025769	0.0003	0.0003	1.0	0.777116	0.860591	0.0007	0.0	0.0	0.0004	1.000001	0.640701	0.0	1.000002	0.009264	0.008641	0.999602	0.587501	0.002688	0.002992	0.0018	0.973059	0.9996	0.999602	0.994201	0.014002	0.0079	0.0003	1.0	1.0	0.9983	0.0	1.0	0.639693	0.9971	0.6396	1.0	0.676565	0.513447	0.0	0.0017	0.001771	0.994899	0.0	0.228377	0.602539	0.640699	0.640699	0.998399	0.999999	0.999999	0.0	0.993799	0.0	0.0004	0.0	0.9996	0.007484	0.011865	0.9996	0.0	0.0004	1.0	1.0	0.0	0.9967	0.0	0.001819	1.0	0.0	1.0
synth_170_G3-G4	0.925001	0.006228	0.565102	0.079282	0.0006	0.230622	0.226568	0.576192	0.60506	0.0	0.9697	0.9983	0.998344	0.034783	0.5642	1.0	0.001	0.9972	1.0	0.0002	0.0008	0.9992	0.9987	0.0	0.0001	0.0013	0.0799	0.0	0.000621	0.003691	0.998601	0.000876	0.0808	0.018684	0.02612	0.999201	0.9655	0.9415	0.002392	0.0	0.0	0.029	0.447836	0.8414	0.0017	0.450333	0.0001	0.0001	0.967812	0.094387	0.006599	0.033306	0.0	0.837588	0.979695	0.494841	0.967132	0.000521	0.0	0.0	1.0	1.0	0.453877	0.000261	0.9997	0.8422	0.968218	0.8423	0.9999	0.971294	0.9999	0.0	0.0	0.018677	0.772464	0.0	0.0055	0.701275	0.8421	0.8414	0.444361	0.997122	0.9712	0.0	0.9982	0.0	0.0006	0.0	0.999801	0.0001	0.0001	0.999701	0.0002	0.029328	0.999801	0.993884	0.0018	0.964068	0.0002	0.0	1.000001	0.0	1.000001
GSM2261672	0.998101	0.143918	0.793501	0.964513	0.265714	0.992401	0.000454	0.994701	0.995601	0.0	1.0	1.0	1.0	0.0	0.042103	1.0	0.0	0.9939	1.0	0.0	0.0	1.0	0.999	0.0	0.0	0.0	0.1446	0.0051	0.0	0.0133	1.0	0.0	0.1333	0.0	0.0	1.0	0.8424	0.987	0.0005	0.0	0.0	0.0	0.9993	0.9553	0.0	0.974957	0.0059	0.006085	0.999999	0.975104	0.0	0.0	0.0	0.691241	0.999999	0.999999	0.999999	0.0	0.005203	0.0	0.999999	0.999999	0.999299	0.0	0.999999	0.961599	0.999999	0.963499	0.999999	0.905345	0.963877	0.0	0.0	0.0	1.0	0.0	0.019874	0.928013	0.9553	0.9553	0.9982	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.005182	0.0052	1.0	0.027335	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
GSM2262306	0.973979	0.056446	0.271081	0.987395	0.314104	0.999801	0.0	0.999901	0.999901	0.107703	0.804159	0.980037	0.98055	0.063347	0.257835	0.991092	0.0018	0.767468	0.998898	0.0051	0.0016	0.86226	0.86078	0.0	0.0	0.019176	0.2692	0.0	0.0018	0.845918	0.998299	0.0017	0.458534	0.215085	0.352574	0.793135	0.660214	0.961001	0.016035	0.0	0.0	0.0189	0.736701	0.836201	0.382827	0.697735	0.226438	0.219709	0.960401	0.001895	0.0164	0.062191	0.0	0.579851	0.962301	0.950024	0.971601	0.0002	0.517147	0.0	0.99137	0.986955	0.737043	0.019099	1.0	0.8362	0.9606	0.8396	0.9987	0.876362	0.963742	0.0	0.0	0.0	0.959999	0.036744	0.384515	0.452668	0.836199	0.836099	0.736698	0.607658	0.992582	0.008485	0.549119	0.0001	0.028872	0.0023	1.000001	0.21424	0.293224	0.971515	0.0	0.0193	0.998701	0.999701	0.389756	0.934883	0.079355	0.0	0.988236	0.0001	0.997501
GSM2262224	0.991618	0.001	0.8721	0.740225	0.236557	0.945825	0.000717	0.949209	0.978026	0.0022	0.963653	0.989586	0.988695	0.034572	0.0222	0.996412	0.0006	0.507164	0.997201	0.111701	0.0006	0.832352	0.828904	0.0	0.0	0.009713	0.4973	0.118428	0.001886	0.621685	0.9995	0.0005	0.4973	0.01397	0.01221	0.9927	0.537467	0.846586	0.008935	0.0001	0.0	0.0133	0.96254	0.839101	0.169392	0.970597	0.268309	0.273187	0.971097	0.110683	0.0045	0.0324	0.0	0.783165	0.972097	0.989939	0.971659	0.0009	0.570295	0.103823	0.996898	0.999998	0.962698	0.01011	0.999998	0.839098	0.969331	0.839298	0.996398	0.72387	0.999998	0.0	0.0	0.0	0.963452	0.052474	0.252099	0.400793	0.839099	0.839099	0.962499	0.822658	0.998499	0.0034	0.793757	0.0	0.0	0.002829	0.9993	0.262708	0.280964	0.9999	0.0	0.013711	0.9961	0.999386	0.1756	0.964	0.0	0.0	1.0	0.0001	0.9818
synth_29_Group_3	0.950518	0.0008	0.0147	0.9994	0.15788	0.9995	0.0	1.0	1.0	0.0	0.9992	1.0	1.0	0.0011	0.160215	1.0	0.0	0.9994	1.0	0.0	0.0	0.9997	1.0	0.0	0.0	0.0	0.7524	0.0	0.0	0.0001	0.969974	0.0	0.7524	0.087937	0.086369	1.0	0.9986	0.999	0.0	0.0	0.0	0.0008	0.862143	0.9939	0.0	0.84744	0.0001	0.0001	0.9993	0.114719	0.0	0.0011	0.0	0.001845	0.9992	0.854445	0.9993	0.0	0.0	0.0	1.0	1.0	0.869967	0.0	1.0	0.9939	0.9993	0.9939	1.0	0.9986	0.926725	0.0	0.0	0.0	0.999201	0.029264	0.0006	0.031377	0.993901	0.993901	0.851097	1.000001	0.999201	0.0	0.999359	0.0	0.55781	0.028774	0.988642	0.0001	0.0001	0.915754	0.0	0.0008	1.0	1.0	0.0	0.9989	0.0	0.0	1.0	0.0	1.0
synth_9_G3-G4	0.999699	0.0001	0.895999	0.999499	0.0088	0.45084	0.020662	0.999499	0.999399	0.0002	0.932305	0.997966	0.997504	0.086374	0.327996	1.0	0.0003	0.9848	0.9984	0.0002	0.0003	0.938944	0.655169	0.0	0.0002	0.001893	0.8815	0.0	0.000252	0.0	0.83735	0.0002	0.91795	0.776302	0.431477	0.9998	0.874599	0.998298	0.00317	0.002337	0.0	0.168837	0.633265	0.4079	0.0	0.625031	0.0	0.0	0.902961	0.02198	0.000737	0.085636	0.0	0.119168	0.898147	0.901316	0.940304	0.0	0.0	0.0	1.0	0.9999	0.63495	0.000561	0.840467	0.68727	0.902548	0.687599	0.9962	0.89	0.714463	0.0	0.0	0.0	0.904302	0.595188	0.004607	0.035719	0.683382	0.407901	0.633371	0.998398	0.906437	0.0	1.0	0.0	0.776918	0.0038	0.9961	0.0	0.0	0.576669	0.0	0.168776	0.9962	0.993184	0.0	0.913216	0.048294	0.0	0.9999	0.0002	0.9996
